rule_level,hour_of_day,day_of_week,failed_logins,src_ip_is_internal,src_ip_reputation,agent_os,event_count_1h,is_fim_event,has_mitre_tag,label
10,2,2,0,0,77,1,5110,0,1,1
9,2,6,0,0,90,1,2550,0,0,1
4,18,3,0,1,91,0,2180,0,1,1
10,21,6,0,0,66,2,2680,0,0,1
9,4,3,0,0,93,1,1480,0,1,1
12,21,5,0,0,62,1,5110,0,1,1
11,5,0,0,0,56,0,1160,0,1,1
11,18,0,0,0,79,0,5110,0,1,1
11,5,0,0,0,72,0,2740,0,1,1
3,9,2,0,1,15,1,10,0,0,0
13,0,0,0,0,54,2,5110,0,1,1
11,5,2,0,0,66,1,2200,0,0,1
9,21,6,0,0,99,0,5110,0,1,1
12,22,6,0,0,71,2,2850,0,1,1
3,14,0,0,1,13,2,40,0,0,0
12,22,4,0,0,60,2,5110,0,1,1
10,22,0,0,0,51,1,1480,0,0,1
10,20,5,0,0,75,1,5110,0,1,1
13,22,2,0,0,67,0,950,0,1,1
11,18,4,0,0,99,1,5110,0,1,1
9,0,3,0,0,65,1,1390,0,0,1
9,21,3,0,0,97,0,5110,0,0,1
10,21,1,0,1,97,2,1480,0,1,1
12,1,2,0,1,71,0,2610,0,0,1
6,21,2,0,0,72,1,5110,0,0,1
1,7,2,0,0,1,0,20,0,0,0
11,18,1,0,0,92,0,5110,0,0,1
8,22,5,0,0,89,0,4610,0,0,1
9,5,6,0,0,98,0,2180,0,0,1
10,19,3,0,0,68,2,5100,0,0,1
5,14,2,0,0,3,0,20,0,0,0
10,18,4,0,0,70,2,2320,0,1,1
9,2,6,0,1,76,1,1230,0,1,1
13,0,6,0,0,76,0,5070,0,1,1
9,1,0,0,0,97,0,5110,0,1,1
13,2,4,0,0,61,2,5110,0,1,1
11,1,1,0,0,68,1,2400,0,1,1
12,3,4,0,0,92,0,5110,0,0,1
9,18,3,0,0,80,0,2460,0,1,1
4,8,2,0,1,13,1,60,0,1,0
3,22,1,0,0,54,1,5100,0,0,1
2,7,3,0,1,14,0,110,0,0,0
5,16,1,0,1,4,2,10,0,0,0
9,4,0,0,0,69,1,5110,0,0,1
10,18,6,0,1,96,2,1200,0,1,1
9,0,2,0,0,78,1,2750,0,1,1
11,21,1,0,0,64,1,5110,0,1,1
5,16,3,0,0,3,0,70,0,0,0
10,1,6,0,0,67,0,1200,0,1,1
11,18,5,0,0,85,2,5110,0,1,1
12,21,6,0,0,92,0,5110,0,0,1
12,22,5,0,0,86,2,1310,0,0,1
9,20,2,0,1,74,2,2060,0,1,1
5,11,4,0,1,12,1,120,0,0,0
9,5,6,0,0,80,2,5100,0,1,1
9,19,6,0,0,97,0,5110,0,1,1
12,20,3,0,0,82,2,5110,0,1,1
10,3,2,0,0,78,1,4830,0,1,1
9,22,6,0,0,55,2,5110,0,1,1
11,16,4,0,1,17,1,20,0,0,0
11,22,1,0,0,85,0,5110,0,1,1
11,2,5,0,0,80,2,5110,0,1,1
5,15,0,0,1,9,2,10,0,0,0
11,2,1,0,0,79,0,5110,0,0,1
13,22,6,0,0,61,2,1010,0,0,1
11,18,3,0,0,66,1,5110,0,1,1
9,23,5,0,0,87,2,5110,0,1,1
13,3,6,0,0,73,1,5110,0,1,1
5,2,0,0,0,72,1,4780,0,1,1
4,10,4,0,1,5,0,10,0,0,0
10,4,5,0,0,68,1,5110,0,0,1
9,0,5,0,1,70,1,2220,0,1,1
13,19,2,0,0,74,1,2200,0,0,1
9,23,2,0,0,56,2,5110,0,1,1
5,12,0,0,1,0,0,30,0,0,0
11,2,2,0,1,80,0,2660,0,1,1
6,0,6,0,0,71,2,5110,0,0,1
4,18,3,0,1,13,0,30,0,0,0
2,16,3,0,1,18,1,10,0,0,0
11,0,4,0,0,99,0,5110,0,1,1
13,4,3,0,0,77,1,5110,0,0,1
4,10,4,0,1,7,2,60,0,0,0
1,13,0,0,0,17,0,20,0,0,0
12,2,6,0,0,54,2,5110,0,1,1
6,8,4,0,0,6,0,20,0,0,0
12,3,3,0,0,73,0,5110,0,0,1
13,22,4,0,0,59,0,2660,0,1,1
13,20,3,0,1,99,1,1010,0,1,1
13,21,2,0,1,70,2,580,0,1,1
10,21,1,0,0,90,1,2230,0,1,1
2,9,0,0,1,16,1,360,0,0,0
2,11,2,0,1,16,1,100,0,1,0
13,21,2,0,0,76,2,5110,0,1,1
12,22,4,0,0,52,2,4510,0,1,1
4,10,3,0,1,13,0,10,0,0,0
3,9,4,0,1,12,2,10,0,0,0
5,14,2,0,1,13,2,50,0,0,0
13,2,1,0,0,69,2,5110,0,1,1
2,10,3,0,1,12,1,90,0,0,0
12,5,0,0,0,68,2,5110,0,0,1
10,5,0,0,0,81,0,5110,0,1,1
5,13,3,0,1,16,1,90,0,0,0
10,23,5,0,0,97,1,2560,0,1,1
12,21,0,0,0,96,0,2310,0,1,1
12,23,2,0,0,50,2,1380,0,1,1
9,2,3,0,0,95,0,5110,0,0,1
14,2,1,0,0,69,1,20,0,1,1
10,3,2,0,0,92,0,5110,0,1,1
12,4,3,0,0,90,1,5090,0,1,1
9,1,1,0,0,73,0,5100,0,0,1
7,23,1,0,1,74,1,2180,0,0,1
2,12,0,0,1,19,1,180,0,0,0
10,2,6,0,1,76,0,1460,0,0,1
11,3,2,0,0,84,2,4380,0,0,1
9,19,1,0,0,78,0,5110,0,0,1
11,23,0,0,0,55,1,5110,0,1,1
5,13,4,0,0,5,0,40,0,0,0
13,0,4,0,0,78,0,2960,0,1,1
11,4,4,0,0,66,2,5110,0,1,1
1,14,3,0,1,5,1,10,0,0,0
9,3,2,0,0,69,1,1500,0,1,1
9,1,3,0,0,52,0,5110,0,1,1
1,18,0,0,1,4,1,10,0,0,0
2,16,2,0,0,17,1,10,0,0,0
7,2,2,0,0,95,1,2860,0,1,1
12,22,6,0,0,50,0,5110,0,1,1
11,20,1,0,0,98,0,5110,0,1,1
13,18,1,0,0,78,2,5110,0,0,1
11,5,3,0,0,90,1,1330,0,0,1
11,23,4,0,0,67,1,5110,0,1,1
13,20,0,0,0,67,1,5110,0,1,1
9,23,2,0,0,90,2,1130,0,1,1
13,18,5,0,1,90,2,2670,0,1,1
9,1,0,0,0,56,2,5110,0,1,1
12,18,1,0,0,70,0,5110,0,0,1
9,20,4,0,0,75,2,5110,0,0,1
12,1,1,0,0,54,0,4730,0,0,1
10,1,3,0,0,99,2,5110,0,0,1
12,19,5,0,0,66,0,5110,0,1,1
9,3,6,0,0,65,2,5110,0,1,1
2,18,0,0,1,11,0,90,0,0,0
11,0,6,0,0,85,2,5110,0,1,1
11,18,6,0,0,61,0,5110,0,1,1
3,12,1,0,1,12,0,10,0,0,0
13,21,0,0,0,58,1,5110,0,1,1
10,0,1,0,0,95,0,5110,0,0,1
8,1,0,0,0,63,2,5110,0,1,1
9,23,3,0,1,86,1,2710,0,1,1
2,13,2,0,1,15,1,30,0,0,0
10,1,0,0,0,98,0,5100,0,1,1
13,1,2,0,0,79,0,5110,0,1,1
3,20,6,0,0,93,2,5110,0,1,1
13,21,6,0,1,95,0,1260,0,1,1
11,19,3,0,0,82,1,5110,0,0,1
12,3,1,0,0,53,2,2620,0,1,1
12,18,4,0,0,57,1,2300,0,0,1
12,0,2,0,0,91,1,4410,0,1,1
10,3,2,0,0,50,0,2700,0,0,1
4,23,3,0,0,68,0,5110,0,1,1
9,18,0,0,0,86,2,5110,0,1,1
10,22,1,0,0,75,2,5110,0,1,1
13,2,4,0,0,51,1,5110,0,1,1
9,3,4,0,0,90,2,5110,0,0,1
10,4,0,0,0,85,0,2560,0,0,1
8,4,4,0,0,54,2,5110,0,0,1
9,23,5,0,0,67,2,5110,0,1,1
6,1,0,0,0,50,0,5110,0,0,1
11,23,4,0,0,78,1,5110,0,1,1
12,18,4,0,0,72,0,5110,0,1,1
11,23,1,0,0,95,1,5110,0,0,1
13,19,1,0,0,67,1,5100,0,1,1
11,18,6,0,0,62,1,5110,0,1,1
11,19,4,0,0,82,1,5110,0,0,1
5,13,4,0,1,9,0,10,0,0,0
13,19,5,0,0,68,0,5110,0,1,1
9,23,4,0,0,63,0,5110,0,0,1
9,3,6,0,0,73,2,5110,0,0,1
5,1,5,0,0,82,2,5110,0,1,1
12,5,1,0,0,81,2,4430,0,1,1
10,23,6,0,0,89,1,5110,0,0,1
6,20,6,0,0,61,2,5110,0,1,1
9,19,5,0,0,95,1,5110,0,1,1
12,22,5,0,0,90,2,5110,0,1,1
10,23,3,0,0,92,1,1140,0,1,1
11,3,5,0,0,62,0,5110,0,1,1
11,1,3,0,0,92,0,5110,0,0,1
11,2,3,0,0,58,0,5110,0,1,1
3,13,2,0,1,3,0,340,0,0,0
9,3,4,0,0,73,0,5100,0,0,1
12,22,0,0,0,88,0,4570,0,1,1
3,18,3,0,0,19,1,100,0,0,0
13,1,2,0,0,57,2,5110,0,0,1
8,21,3,0,0,68,1,4490,0,1,1
11,2,5,0,0,91,0,5110,0,1,1
10,21,2,0,0,77,0,5110,0,1,1
10,3,3,0,0,77,1,5110,0,1,1
9,4,1,0,0,62,2,1340,0,1,1
9,22,1,0,0,83,2,2080,0,0,1
12,0,3,0,0,72,2,5110,0,1,1
2,18,4,0,1,9,2,80,0,0,0
3,18,5,0,0,51,0,5110,0,1,1
3,12,4,0,1,5,2,330,0,0,0
11,22,5,0,0,84,2,5110,0,1,1
8,22,1,0,0,50,0,5110,0,1,1
10,2,6,0,0,77,1,5110,0,1,1
9,14,3,0,1,5,0,200,0,0,0
10,20,2,0,0,68,2,2910,0,0,1
10,5,4,0,0,94,2,5110,0,1,1
11,22,5,0,0,93,0,5110,0,1,1
11,19,4,0,0,68,0,5110,0,1,1
9,3,4,0,0,63,0,1030,0,0,1
11,4,4,0,0,78,2,1070,0,1,1
9,21,2,0,0,57,2,2220,0,0,1
10,22,5,0,0,65,1,5110,0,1,1
10,1,5,0,0,97,2,5110,0,1,1
9,2,6,0,0,54,2,5110,0,0,1
11,1,6,0,0,55,2,5110,0,1,1
9,5,2,0,1,94,1,2980,0,0,1
10,2,1,0,1,72,2,1480,0,1,1
11,4,5,0,0,82,1,4580,0,0,1
1,15,0,0,1,10,0,90,0,0,0
13,21,3,0,0,79,0,5110,0,1,1
2,17,4,0,1,11,0,30,0,0,0
10,19,3,0,0,81,1,5100,0,1,1
13,20,2,0,0,64,1,5110,0,0,1
3,14,3,0,1,9,2,20,0,0,0
9,20,3,0,0,50,1,1130,0,1,1
13,3,2,0,0,90,0,5110,0,1,1
11,21,2,0,0,96,1,5110,0,1,1
11,5,5,0,0,78,0,5100,0,0,1
10,0,6,0,1,63,2,2250,0,0,1
1,12,2,0,1,8,2,80,0,0,0
2,7,0,0,1,15,2,20,0,0,0
2,14,4,0,1,19,0,100,0,0,0
6,19,0,0,0,78,1,5110,0,1,1
12,19,5,0,0,74,0,5100,0,0,1
10,23,6,0,0,89,2,5110,0,1,1
10,23,2,0,0,99,2,5110,0,0,1
9,0,3,0,0,57,0,4500,0,1,1
11,22,0,0,0,64,1,5110,0,1,1
5,14,2,0,1,19,1,10,0,0,0
11,23,3,0,0,56,1,5110,0,1,1
12,4,0,0,0,50,2,5100,0,1,1
10,4,1,0,0,54,0,5100,0,0,1
7,22,6,0,0,58,1,5110,0,1,1
13,22,0,0,0,53,2,1330,0,1,1
7,22,0,0,0,55,1,1160,0,1,1
10,21,3,0,0,62,0,2080,0,0,1
11,19,0,0,1,92,0,2220,0,1,1
13,1,3,0,0,88,0,5110,0,1,1
11,18,4,0,0,74,1,5110,0,0,1
11,23,5,0,0,71,0,5110,0,1,1
13,1,0,0,0,88,0,5110,0,1,1
8,21,4,0,0,92,0,5110,0,1,1
10,21,3,0,0,92,1,5100,0,1,1
6,2,3,0,0,84,0,2940,0,0,1
12,19,5,0,0,55,0,5110,0,1,1
2,10,1,0,1,14,1,10,0,0,0
10,2,5,0,0,53,2,4750,0,1,1
13,3,4,0,0,85,2,5110,0,1,1
13,1,0,0,0,82,0,5110,0,1,1
5,3,6,0,0,67,0,5110,0,1,1
9,0,4,0,0,99,0,5110,0,1,1
7,19,4,0,0,95,2,5090,0,1,1
11,1,6,0,1,70,2,2630,0,1,1
10,23,3,0,0,71,0,1440,0,1,1
13,1,6,0,0,71,0,1250,0,1,1
10,22,2,0,0,94,2,5110,0,1,1
11,23,3,0,0,88,2,5110,0,1,1
11,14,1,0,1,1,2,20,0,0,0
11,21,4,0,0,93,0,5110,0,1,1
8,5,3,0,0,90,0,1080,0,1,1
10,3,1,0,0,80,0,5110,0,1,1
10,3,1,0,0,84,2,1360,0,1,1
13,1,2,0,0,64,0,5110,0,0,1
9,22,2,0,0,74,2,5100,0,1,1
12,1,6,0,0,62,2,5110,0,0,1
10,2,2,0,0,92,1,5110,0,1,1
13,0,3,0,0,56,2,5110,0,1,1
13,0,4,0,0,60,0,2840,0,1,1
12,18,3,0,0,94,0,5110,0,1,1
11,0,3,0,0,67,2,5110,0,1,1
13,5,3,0,0,50,2,5110,0,1,1
11,4,0,0,0,96,2,4790,0,1,1
1,17,3,0,1,12,0,190,0,0,0
11,19,3,0,0,84,0,5100,0,1,1
11,18,5,0,0,93,0,5110,0,1,1
10,20,3,0,0,63,1,5110,0,0,1
4,8,3,0,1,8,0,60,0,0,0
11,1,1,0,0,70,1,5110,0,1,1
13,3,5,0,0,58,1,5090,0,1,1
13,23,2,0,0,51,0,1350,0,1,1
12,0,3,0,0,94,1,5110,0,1,1
5,5,2,0,1,70,1,1190,0,1,1
9,20,2,0,1,66,1,2370,0,1,1
13,3,3,0,0,72,0,1050,0,1,1
13,0,2,0,1,95,2,10,0,1,1
5,8,4,0,1,13,2,160,0,0,0
9,20,6,0,0,86,0,5110,0,0,1
13,4,4,0,0,53,1,5110,0,0,1
9,20,3,0,1,74,1,1030,0,1,1
12,23,3,0,1,64,1,2660,0,0,1
2,9,1,0,1,17,0,10,0,0,0
13,21,3,0,0,80,2,5110,0,1,1
4,21,3,0,0,77,1,5110,0,1,1
4,12,3,0,1,10,0,40,0,0,0
10,18,6,0,0,60,2,5110,0,1,1
10,19,3,0,1,90,1,2380,0,1,1
13,3,0,0,0,67,2,1350,0,1,1
11,22,5,0,0,64,1,5110,0,0,1
6,2,6,0,0,87,1,5110,0,1,1
1,18,3,0,1,10,2,10,0,0,0
11,19,4,0,0,63,1,5100,0,0,1
11,5,0,0,0,98,2,5110,0,1,1
9,0,5,0,0,51,1,5100,0,1,1
8,2,6,0,0,97,1,5070,0,1,1
6,0,0,0,0,81,1,5110,0,1,1
12,1,6,0,0,64,1,5110,0,0,1
9,5,1,0,0,89,0,5110,0,1,1
13,22,1,0,0,71,1,4480,0,1,1
3,20,5,0,0,72,1,5110,0,1,1
13,1,1,0,0,80,2,5110,0,1,1
13,23,2,0,0,59,0,5110,0,0,1
13,23,6,0,0,77,0,5110,0,1,1
5,12,3,0,1,9,2,10,0,0,0
4,18,3,0,1,13,2,30,0,0,0
10,3,2,0,0,56,1,5110,0,1,1
13,18,6,0,1,68,0,1410,0,1,1
5,14,4,0,0,7,0,100,0,0,0
9,19,3,0,0,86,0,5110,0,1,1
2,8,4,0,0,11,2,10,0,0,0
12,3,6,0,0,68,0,5110,0,0,1
13,5,3,0,0,85,1,5110,0,1,1
13,23,4,0,0,96,0,5100,0,1,1
11,0,5,0,0,91,2,5110,0,0,1
5,12,4,0,0,7,0,30,0,0,0
12,1,5,0,1,61,1,1180,0,0,1
5,14,4,0,1,11,1,340,0,0,0
9,4,2,0,0,70,1,2890,0,0,1
5,20,6,0,0,67,2,5110,0,1,1
11,3,5,0,0,96,0,5110,0,1,1
13,23,0,0,0,67,0,5110,0,0,1
12,1,2,0,0,68,1,5110,0,1,1
11,4,3,0,0,58,1,5110,0,1,1
2,7,1,0,1,0,0,10,0,0,0
11,3,5,0,0,61,0,5110,0,1,1
11,20,3,0,0,64,0,5110,0,1,1
13,0,0,0,0,67,1,5110,0,1,1
10,1,0,0,0,94,1,1370,0,1,1
3,8,4,0,1,12,0,110,0,0,0
12,21,5,0,0,63,1,5110,0,1,1
3,11,1,0,1,19,1,10,0,0,0
10,20,0,0,0,89,2,5110,0,1,1
13,0,2,0,0,69,1,5100,0,0,1
13,0,0,0,0,69,2,10,0,0,1
1,12,0,0,0,1,2,20,0,0,0
10,21,6,0,0,78,2,720,0,1,1
11,1,1,0,0,50,1,5110,0,1,1
13,20,5,0,0,54,2,5100,0,1,1
13,19,6,0,0,84,0,5100,0,0,1
12,18,4,0,0,77,2,5110,0,0,1
12,2,2,0,0,83,1,5110,0,0,1
12,3,1,0,0,75,1,5100,0,1,1
7,4,0,0,0,80,2,5110,0,1,1
13,3,1,0,0,79,2,5110,0,1,1
1,7,1,0,1,1,1,40,0,0,0
9,21,1,0,1,75,1,2460,0,1,1
9,21,3,0,0,98,1,5110,0,1,1
9,4,4,0,0,73,1,5110,0,1,1
12,1,5,0,0,50,0,5110,0,1,1
3,13,1,0,1,15,1,50,0,0,0
11,1,3,0,0,94,2,5110,0,1,1
3,15,1,0,1,18,0,10,0,0,0
12,22,1,0,0,58,2,5110,0,1,1
10,3,1,0,0,67,0,4480,0,1,1
3,22,1,0,0,68,2,5100,0,1,1
7,2,2,0,1,95,0,2080,0,1,1
4,12,3,0,1,10,1,120,0,0,0
11,21,6,0,1,93,0,1080,0,1,1
1,7,2,0,1,11,1,50,0,0,0
14,2,2,0,0,56,1,40,0,1,1
12,1,6,0,1,81,1,2870,0,1,1
3,17,2,0,1,18,2,10,0,0,0
11,20,4,0,0,83,0,5110,0,1,1
4,2,0,0,0,74,0,5110,0,1,1
9,19,6,0,0,84,2,5110,0,1,1
12,3,6,0,1,63,0,1120,0,1,1
10,22,0,0,0,94,2,5080,0,0,1
11,18,4,0,0,68,0,5110,0,0,1
12,21,4,0,0,97,0,5110,0,1,1
10,4,5,0,0,92,0,5110,0,1,1
12,19,6,0,0,60,1,5110,0,1,1
10,18,3,0,0,84,0,5110,0,1,1
12,2,2,0,0,94,0,5110,0,1,1
13,1,0,0,0,54,1,2630,0,1,1
10,22,0,0,0,80,0,5110,0,1,1
10,23,2,0,0,96,1,5110,0,1,1
12,21,0,0,0,72,1,5100,0,1,1
10,5,2,0,0,94,0,1270,0,1,1
9,22,4,0,0,96,0,5100,0,0,1
13,20,1,0,0,87,1,2190,0,1,1
2,11,4,0,1,18,1,40,0,0,0
13,0,2,0,0,84,2,5110,0,1,1
6,3,6,0,0,84,2,5110,0,1,1
11,3,0,0,0,68,2,1280,0,1,1
13,2,1,0,0,82,2,1220,0,1,1
12,1,3,0,1,55,0,2320,0,1,1
3,23,3,0,0,95,1,2700,0,0,1
11,18,5,0,0,69,2,1460,0,1,1
9,18,5,0,0,56,1,5110,0,1,1
10,22,4,0,0,53,2,5110,0,1,1
10,19,4,0,0,74,0,5110,0,1,1
11,20,6,0,0,73,0,5110,0,0,1
13,4,5,0,0,99,2,5110,0,0,1
11,3,2,0,0,96,1,5100,0,1,1
10,12,4,0,1,5,0,10,0,0,0
11,4,0,0,0,58,0,1010,0,0,1
12,19,2,0,0,61,1,5110,0,0,1
5,4,2,0,0,64,0,4530,0,1,1
9,21,1,0,0,70,0,5110,0,1,1
11,18,2,0,0,70,2,5110,0,1,1
11,20,2,0,0,75,2,5110,0,0,1
8,10,4,0,1,10,1,330,0,0,0
9,0,0,0,0,87,0,350,0,1,1
10,0,4,0,0,96,2,5110,0,1,1
10,3,6,0,0,71,1,5100,0,0,1
5,12,1,0,1,6,1,20,0,0,0
13,0,3,0,1,61,1,1950,0,1,1
14,21,4,0,1,96,0,30,0,1,1
5,2,2,0,0,86,2,5110,0,1,1
13,4,4,0,0,63,2,5100,0,1,1
12,23,0,0,0,54,0,2760,0,1,1
10,23,2,0,0,97,0,5110,0,1,1
9,3,6,0,0,83,1,5110,0,1,1
11,0,2,0,0,97,1,5110,0,0,1
11,2,5,0,0,80,1,5110,0,1,1
13,4,6,0,0,50,2,5110,0,0,1
3,18,3,0,1,19,1,70,0,0,0
9,1,3,0,0,54,1,5100,0,0,1
1,17,1,0,1,1,2,30,0,0,0
11,4,5,0,0,83,1,20,0,1,1
1,12,0,0,1,16,1,10,0,0,0
2,8,0,0,1,3,0,30,0,0,0
13,19,1,0,0,87,0,5110,0,1,1
9,19,0,0,0,92,0,4570,0,1,1
9,2,6,0,0,52,0,5110,0,0,1
10,21,4,0,0,80,0,2250,0,1,1
12,4,1,0,0,69,1,5110,0,1,1
11,21,5,0,0,53,2,5110,0,1,1
13,19,6,0,0,78,1,5100,0,1,1
12,18,0,0,0,98,1,1050,0,1,1
5,14,2,0,0,18,0,200,0,1,0
4,11,3,0,0,2,1,40,0,1,0
1,12,4,0,1,1,1,370,0,0,0
13,18,1,0,0,54,2,5110,0,1,1
12,0,0,0,1,81,2,1480,0,0,1
9,18,1,0,0,93,1,2950,0,1,1
12,23,0,0,0,92,1,5110,0,1,1
9,2,6,0,0,82,1,5110,0,1,1
11,20,4,0,0,90,0,5110,0,0,1
1,16,2,0,1,16,2,80,0,0,0
11,0,5,0,1,50,2,2860,0,0,1
13,4,2,0,1,88,2,2680,0,1,1
13,0,6,0,0,90,0,5110,0,1,1
9,18,1,0,0,70,1,5110,0,0,1
10,5,6,0,0,77,1,5100,0,1,1
11,3,5,0,1,63,2,1260,0,0,1
9,23,2,0,0,73,2,2090,0,0,1
10,1,5,0,0,72,1,2910,0,0,1
6,7,2,0,1,1,1,60,0,0,0
13,23,0,0,0,96,1,5110,0,0,1
13,20,4,0,0,94,2,5100,0,0,1
10,19,4,0,0,92,1,5110,0,1,1
13,5,2,0,0,58,1,1030,0,1,1
12,21,1,0,0,75,2,5110,0,1,1
13,22,3,0,0,89,1,5110,0,1,1
12,4,2,0,0,65,0,1420,0,1,1
10,2,0,0,0,66,0,5110,0,0,1
10,4,5,0,0,58,1,5110,0,1,1
11,4,3,0,0,91,2,5110,0,0,1
10,23,6,0,0,84,0,5110,0,1,1
14,23,5,0,1,91,0,10,0,1,1
9,4,2,0,0,68,0,2030,0,0,1
11,5,1,0,0,52,1,5110,0,1,1
12,2,1,0,0,69,1,2360,0,1,1
10,4,4,0,0,70,2,5110,0,1,1
2,15,0,0,0,0,1,60,0,0,0
10,3,3,0,0,91,1,5110,0,0,1
13,21,5,0,0,83,1,5110,0,1,1
5,16,2,0,0,12,2,180,0,0,0
11,18,2,0,0,97,2,1020,0,1,1
12,23,1,0,0,60,0,5110,0,1,1
11,19,2,0,0,98,2,5110,0,1,1
9,21,6,0,0,74,2,5110,0,1,1
13,19,3,0,0,56,0,5110,0,0,1
6,4,0,0,0,67,0,5100,0,0,1
10,21,6,0,0,62,2,2640,0,1,1
9,1,1,0,0,76,1,5110,0,0,1
3,12,2,0,1,12,0,130,0,0,0
12,19,0,0,0,73,2,5110,0,1,1
13,1,1,0,0,90,1,5090,0,1,1
10,0,6,0,1,65,0,2630,0,1,1
9,21,4,0,0,76,0,5110,0,0,1
13,22,2,0,0,53,2,5110,0,1,1
11,5,6,0,0,98,2,5110,0,0,1
11,2,3,0,0,98,2,5110,0,1,1
9,18,3,0,0,97,0,5070,0,1,1
12,20,6,0,0,83,2,2690,0,1,1
10,1,2,0,0,57,2,4480,0,0,1
9,22,4,0,0,82,2,5110,0,1,1
11,23,4,0,0,55,2,5110,0,0,1
9,1,3,0,0,60,2,5110,0,1,1
9,21,3,0,1,88,1,2510,0,1,1
10,5,1,0,0,72,1,5110,0,1,1
5,2,3,0,0,58,1,5110,0,1,1
8,9,3,0,1,6,2,10,0,0,0
11,2,2,0,1,71,0,2670,0,1,1
12,4,5,0,0,77,2,5110,0,1,1
4,11,1,0,1,18,2,20,0,0,0
8,22,1,0,0,77,0,2190,0,1,1
10,19,5,0,0,93,2,2320,0,0,1
2,11,3,0,1,9,2,30,0,0,0
12,1,5,0,0,56,0,4490,0,1,1
13,2,5,0,1,91,1,2760,0,1,1
13,3,4,0,0,64,1,5110,0,1,1
12,4,1,0,0,80,2,5110,0,1,1
12,21,5,0,0,74,2,5110,0,1,1
10,23,0,0,0,60,2,2340,0,1,1
13,5,6,0,0,79,0,5110,0,1,1
12,19,0,0,0,89,0,1470,0,1,1
9,4,6,0,0,73,1,5110,0,1,1
11,4,0,0,0,94,0,5110,0,1,1
11,22,3,0,0,52,2,5110,0,1,1
10,21,6,0,0,56,2,5110,0,0,1
11,5,4,0,0,90,1,4740,0,1,1
4,16,4,0,1,11,1,40,0,0,0
10,2,2,0,0,61,2,5110,0,1,1
3,8,4,0,1,11,0,10,0,0,0
5,9,1,0,1,14,2,30,0,0,0
11,21,2,0,0,99,1,5100,0,1,1
11,22,2,0,0,59,2,5110,0,1,1
11,23,2,0,0,88,1,2830,0,1,1
10,23,3,0,0,51,2,5110,0,1,1
9,18,4,0,0,78,2,5110,0,1,1
5,20,0,0,0,86,2,1280,0,1,1
5,16,0,0,0,9,1,30,0,0,0
13,21,0,0,0,53,2,5110,0,0,1
5,20,4,0,0,71,0,5100,0,1,1
5,18,0,0,1,4,1,110,0,0,0
4,13,0,0,1,16,0,10,0,0,0
13,23,0,0,0,82,1,2740,0,0,1
2,9,1,0,1,11,2,10,0,0,0
7,18,3,0,1,78,2,1490,0,1,1
11,21,5,0,0,77,0,4490,0,0,1
9,20,6,0,0,85,1,5110,0,1,1
12,0,5,0,0,50,1,5110,0,0,1
10,1,3,0,0,73,0,5110,0,0,1
10,5,5,0,0,64,2,2050,0,1,1
11,1,2,0,0,60,1,5110,0,1,1
5,5,5,0,0,89,0,5110,0,1,1
13,2,2,0,0,93,1,5110,0,0,1
1,17,2,0,1,14,1,130,0,0,0
11,2,2,0,0,56,2,5110,0,1,1
11,5,5,0,0,91,2,2320,0,1,1
4,4,3,0,0,50,1,5110,0,1,1
11,2,3,0,0,98,1,5110,0,0,1
13,2,2,0,0,72,0,4890,0,1,1
12,5,4,0,0,81,0,5110,0,1,1
5,8,4,0,1,6,1,20,0,0,0
13,2,6,0,0,85,0,5110,0,1,1
10,19,4,0,0,78,1,5110,0,0,1
13,3,3,0,0,88,0,5110,0,1,1
7,20,6,0,0,73,1,4580,0,0,1
12,18,1,0,0,53,2,1320,0,1,1
11,4,2,0,0,61,1,4450,0,0,1
1,9,0,0,1,2,1,100,0,0,0
11,0,2,0,0,66,2,5110,0,1,1
9,23,4,0,0,84,0,5110,0,1,1
12,5,3,0,0,88,0,5100,0,1,1
9,5,3,0,0,57,1,2650,0,0,1
11,2,5,0,0,54,0,5110,0,1,1
11,21,0,0,0,95,0,5110,0,1,1
12,4,0,0,0,86,1,5110,0,0,1
12,4,0,0,1,62,2,1140,0,1,1
11,20,0,0,0,97,1,5100,0,1,1
13,2,1,0,0,97,1,5110,0,1,1
13,5,5,0,0,60,2,5110,0,1,1
7,22,4,0,0,91,0,5110,0,0,1
2,7,1,0,1,10,0,10,0,0,0
11,19,0,0,0,70,1,5110,0,1,1
9,8,3,0,1,15,1,20,0,0,0
4,4,3,0,1,66,0,2240,0,1,1
13,22,1,0,0,87,1,5110,0,0,1
12,1,1,0,0,90,1,2640,0,1,1
3,21,2,0,0,78,1,5110,0,0,1
2,8,3,0,1,5,0,10,0,0,0
5,20,6,0,0,85,2,5110,0,1,1
13,19,1,0,1,63,0,2290,0,1,1
13,23,2,0,0,72,1,5100,0,1,1
10,18,2,0,0,68,1,2880,0,1,1
10,18,6,0,1,95,0,2750,0,1,1
13,1,0,0,0,54,2,5110,0,1,1
12,1,2,0,0,76,0,2370,0,1,1
9,18,6,0,0,81,0,1130,0,1,1
10,21,2,0,0,94,1,5110,0,1,1
9,4,5,0,0,88,2,5110,0,1,1
5,8,2,0,1,1,2,180,0,0,0
9,23,5,0,0,92,1,5110,0,1,1
11,19,0,0,0,50,2,5110,0,1,1
5,11,4,0,1,13,0,10,0,0,0
